chr	windowStart	windowEnd	D	f_d	f_dM
chrX	2787066	2788799	0.501687	0.543749	0.326572
chrX	2788821	2791608	0.134039	0.124367	0.057326
chrX	2791678	2793055	0.086281	0.104705	0.063044
chrX	2793135	2794190	0.071665	0.074865	0.037711
chrX	2794306	2795692	0.409621	0.407005	0.282471
chrX	2795765	2796729	0.216581	0.208920	0.062085
chrX	2796747	2797621	0.087735	0.087792	0.056445
chrX	2797631	2799399	0.167568	0.214275	0.125332
chrX	2799459	2801829	0.085270	0.063497	0.041782
chrX	2801846	2803321	-0.152033	-0.306570	-0.106111
chrX	2803440	2804856	-0.028890	-0.022101	-0.014588
chrX	2804921	2806193	0.324644	0.294859	0.211577
chrX	2806196	2807467	-0.097593	-0.153568	-0.055870
chrX	2807479	2808757	0.088861	0.332827	0.109344
chrX	2808806	2809980	0.051064	0.050774	0.034843
chrX	2810176	2812209	-0.091853	-0.103271	-0.065978
chrX	2812438	2814231	0.612821	0.246810	0.208461
chrX	2814236	2815415	0.639998	0.440408	0.377489
chrX	2815433	2817487	0.087261	0.218247	0.136386
chrX	2817503	2818387	-0.117944	-0.045970	-0.031058
chrX	2818416	2820466	-0.052246	-0.117467	-0.048301
chrX	2820525	2822281	0.053460	0.063309	0.044928
chrX	2822325	2823478	-0.063598	-0.032579	-0.028445
chrX	2823529	2833637	0.029869	0.018803	0.014468
chrX	2833680	2834770	0.362686	0.375377	0.319787
chrX	2834813	2835894	0.210811	0.289025	0.259746
chrX	2835958	2837899	-0.176090	-0.265402	-0.162325
chrX	2837920	2839052	-0.094892	-1.116694	-0.083592
chrX	2839067	2840223	0.112180	0.116041	0.095499
chrX	2840253	2841059	0.191391	0.261917	0.189859
chrX	2841137	2844059	0.183369	0.169520	0.121735
chrX	2844086	2854181	0.429924	0.249706	0.206391
chrX	2854207	2857042	0.250677	0.200557	0.154033
chrX	2857143	2858579	0.021713	0.019623	0.013053
chrX	2858622	2859514	-0.170887	-0.376184	-0.172296
chrX	2859619	2861147	-0.047331	-0.109791	-0.057508
chrX	2861152	2862447	0.136404	0.100281	0.087075
chrX	2862471	2864304	0.326587	0.412696	0.243559
chrX	2864407	2865363	-0.098187	-0.178692	-0.088953
chrX	2865375	2866935	0.351306	0.488048	0.358482
chrX	2867235	2868138	-0.337137	-0.559148	-0.233317
chrX	2868387	2871037	0.278056	0.194156	0.172703
chrX	2871067	2872329	-0.048772	-0.038472	-0.022645
chrX	2872355	2873055	-0.348025	-3.915708	-0.478357
chrX	2873098	2874733	-0.239122	-0.215485	-0.118880
chrX	2874743	2875913	0.072611	0.106168	0.056572
chrX	2876101	2877699	-0.035081	-0.058360	-0.032335
chrX	2877724	2879658	-0.220775	-0.613072	-0.137336
chrX	2879780	2881782	-0.191636	-0.203774	-0.071419
chrX	2881847	2883271	0.201424	0.298551	0.122578
chrX	2883343	2884647	0.045504	0.075881	0.051291
chrX	2884678	2885632	-0.240155	-1.532150	-0.223186
chrX	2885671	2886574	-0.048563	-0.053436	-0.036444
chrX	2886614	2887983	-0.114115	-0.332601	-0.079498
chrX	2888160	2889410	0.097528	0.120190	0.093739
chrX	2889604	2890489	0.034990	0.035823	0.030320
chrX	2890538	2891785	0.105732	0.096763	0.084923
chrX	2891885	2893454	-0.299447	-0.372104	-0.233546
chrX	2893583	2895527	0.061784	0.054889	0.039744
chrX	2895710	2897342	0.102110	0.054728	0.040441
chrX	2897464	2898548	0.220988	0.199425	0.174233
chrX	2898603	2900423	-0.286196	-2.053463	-0.179402
chrX	2900753	2902109	-0.232824	-0.326209	-0.130716
chrX	2902110	2904143	-0.172521	-0.150221	-0.066743
chrX	2904167	2905568	0.410570	0.287362	0.251436
chrX	2905577	2906935	0.274319	0.246543	0.196364
chrX	2907011	2907987	0.285704	0.401850	0.300175
chrX	2908136	2910130	0.287635	0.331886	0.198901
chrX	2910486	2913263	0.281078	0.200070	0.146023
chrX	2913633	2915208	0.207179	0.192343	0.145260
chrX	2915690	2917513	0.418149	0.341287	0.220058
chrX	2917651	2919149	0.524777	0.346408	0.274242
chrX	2919161	2921318	0.142097	0.104861	0.065815
chrX	2921365	2922221	-0.234427	-0.261641	-0.178319
chrX	2922269	2923490	0.292005	0.361020	0.196203
chrX	2923501	2924231	0.219086	0.134253	0.098279
chrX	2924308	2925318	0.227886	0.230093	0.159894
chrX	2925499	2926959	0.344248	0.293139	0.230701
chrX	2927033	2928142	0.025027	0.084106	0.017624
chrX	2928145	2928955	-0.112337	-0.135153	-0.078169
chrX	2929011	2930598	0.243806	0.258429	0.197592
chrX	2930619	2931789	0.088326	0.097843	0.056573
chrX	2932033	2932436	0.200713	0.259374	0.168668
chrX	2932625	2933995	-0.179311	-0.169040	-0.098660
chrX	2934020	2935077	-0.057294	-0.100294	-0.057175
chrX	2935092	2935778	0.008044	0.017561	0.010238
chrX	2935779	2937182	0.114592	0.151026	0.087089
chrX	2937298	2938244	-0.212150	-0.407945	-0.202208
chrX	2938254	2939000	0.158316	0.195389	0.154986
chrX	2939024	2940565	-0.056847	-0.078840	-0.051827
chrX	2940582	2941491	-0.083582	-0.178752	-0.096911
chrX	2941548	2942724	-0.040417	-0.066549	-0.030712
chrX	2942728	2944170	-0.119644	-0.161186	-0.067363
chrX	2944208	2945239	-0.037119	-0.048782	-0.022216
chrX	2945585	2947045	0.205019	0.186339	0.099319
chrX	2947182	2947796	0.234404	0.161991	0.140217
chrX	2947828	2948654	-0.061893	-0.070346	-0.041661
chrX	2948762	2949419	0.322339	0.233991	0.184048
chrX	2949430	2951229	-0.070272	-0.141335	-0.052865
chrX	2951279	2953263	0.217400	0.193090	0.095308
chrX	2953272	2954538	0.165354	0.144427	0.115550
chrX	2954600	2956916	-0.014195	-0.027181	-0.010130
chrX	2956918	2958731	0.025937	0.041487	0.025604
chrX	2958812	2961111	0.073640	0.070952	0.045037
chrX	2961113	2963223	0.255574	0.322350	0.200392
chrX	2963270	2965395	-0.380739	-0.918323	-0.252532
chrX	2965594	2967259	-0.135234	-0.092607	-0.073520
chrX	2967265	2969514	0.540114	0.369671	0.295393
chrX	2969778	2972084	0.065421	0.064603	0.036758
chrX	2972235	2974021	0.572172	0.354774	0.249113
chrX	2974109	2975667	0.206844	0.349915	0.144072
chrX	2975770	2977694	0.267990	0.404403	0.178006
chrX	2977704	2979552	-0.101768	-0.132937	-0.084882
chrX	2979669	2981098	0.034431	0.036145	0.020247
chrX	2981109	2982711	-0.058964	-0.102499	-0.051257
chrX	2982767	2984359	0.162533	0.095221	0.082691
chrX	2984443	2986123	0.555739	0.472935	0.422932
chrX	2986202	2988151	-0.046787	-0.031737	-0.025030
chrX	2988166	2990409	0.372084	0.211461	0.182208
chrX	2990422	2992471	0.108905	0.171415	0.091634
chrX	2992527	2993720	-0.084456	-0.293828	-0.123397
chrX	2993877	2994887	0.017346	0.031327	0.019485
chrX	2994888	2996176	0.137886	0.184397	0.156302
chrX	2996190	2998155	0.383017	0.409896	0.278210
chrX	2998323	3000989	-0.217831	-0.234382	-0.155100
chrX	3000990	3002531	0.014610	0.022370	0.012464
chrX	3002642	3003858	-0.028613	-0.030296	-0.013937
chrX	3004008	3005582	0.161608	0.185839	0.078069
chrX	3005591	3007162	-0.164494	-0.250330	-0.151370
chrX	3007455	3009304	0.433267	0.511247	0.331317
chrX	3009328	3012017	0.401718	0.303898	0.245118
chrX	3012018	3013617	-0.210531	-0.210783	-0.140738
chrX	3013828	3015853	0.277273	0.288075	0.209443
chrX	3016061	3019792	0.206403	0.279205	0.167548
chrX	3019855	3021882	0.312475	0.271131	0.230198
chrX	3021883	3024139	0.425833	0.185273	0.139911
chrX	3024141	3026404	0.107550	0.189386	0.102057
chrX	3026438	3027939	0.159828	0.214819	0.138207
chrX	3028207	3029645	0.079253	0.266453	0.064000
chrX	3029759	3031661	0.363205	0.518139	0.290709
chrX	3031998	3033507	-0.144473	-0.198055	-0.147093
chrX	3033689	3036376	0.368390	0.363663	0.205871
chrX	3036691	3038719	0.060686	0.050888	0.027674
chrX	3038728	3040436	0.197253	0.169130	0.091238
chrX	3040473	3041271	0.612367	0.611898	0.447578
chrX	3041303	3043302	0.187654	0.211440	0.121045
chrX	3043458	3046041	0.136557	0.192358	0.088373
chrX	3046140	3049235	0.176010	0.216718	0.160928
chrX	3049259	3050164	0.067709	0.075937	0.031961
chrX	3050291	3052226	-0.298106	-0.905890	-0.299776
chrX	3052230	3053639	0.165887	0.341631	0.277646
chrX	3053902	3055300	-0.216831	-0.563886	-0.229715
chrX	3055583	3056271	-0.004878	-0.017988	-0.007602
chrX	3056318	3059551	0.171097	0.172785	0.105332
chrX	3059675	3060901	-0.113470	-0.184801	-0.122460
chrX	3060978	3063261	0.402402	0.211923	0.189598
chrX	3063285	3065153	-0.036526	-0.022628	-0.017301
chrX	3065214	3067372	-0.249683	-0.427589	-0.207154
chrX	3067374	3069069	0.018547	0.017598	0.011946
chrX	3069382	3073767	-0.005911	-0.009307	-0.007008
chrX	3073769	3075463	0.105480	0.170883	0.097971
chrX	3075465	3081236	-0.369121	3.069653	-0.451071
chrX	3081255	3081765	0.194429	0.442088	0.169713
chrX	3082001	3084168	-0.115390	-0.397804	-0.121545
chrX	3084224	3086468	0.177824	0.168780	0.130499
chrX	3086532	3087740	-0.104149	-0.108740	-0.038878
chrX	3087751	3089736	0.151803	0.132057	0.087654
chrX	3089806	3091643	-0.229317	-0.212917	-0.134402
chrX	3091778	3093179	-0.099606	-0.099847	-0.081007
chrX	3093313	3095596	0.303569	0.298303	0.165988
chrX	3095600	3096296	0.192436	0.153999	0.091414
chrX	3096336	3097525	-0.003663	-0.002663	-0.001676
chrX	3097677	3098467	0.331367	0.196885	0.167467
chrX	3098500	3099879	0.038479	0.043356	0.034165
chrX	3099894	3101471	0.218710	0.226391	0.175607
chrX	3101724	3102900	0.189502	0.363177	0.238234
chrX	3102901	3104056	-0.486387	-1.690042	-0.416526
chrX	3104174	3106025	0.309130	0.297262	0.180228
chrX	3106118	3107748	0.149260	0.185962	0.118932
chrX	3107810	3109086	0.164572	0.242622	0.130604
chrX	3109125	3110386	0.076516	0.104609	0.037011
chrX	3110394	3112661	0.026077	0.030688	0.021506
chrX	3112682	3114624	-0.217475	-0.229009	-0.115689
chrX	3114660	3116072	0.062608	0.070581	0.049445
chrX	3116189	3117788	0.244791	0.187032	0.129323
chrX	3117876	3120082	-0.247166	-0.228491	-0.087391
chrX	3120439	3121409	0.566667	0.335887	0.240810
chrX	3121420	3122846	0.039302	0.035986	0.017910
chrX	3123025	3124011	-0.096108	-0.061104	-0.037269
chrX	3124342	3125773	0.355819	0.245131	0.150629
chrX	3125833	3127637	0.091943	0.106362	0.093022
chrX	3127653	3129574	-0.031420	-0.019804	-0.016821
chrX	3129586	3130365	-0.036722	-0.103597	-0.059508
chrX	3130438	3131340	-0.058770	-0.163470	-0.085728
chrX	3131378	3133608	0.209816	0.164719	0.120996
chrX	3133879	3136062	0.186019	0.142547	0.107708
chrX	3136076	3136924	0.244435	0.330074	0.218110
chrX	3137018	3138730	-0.044186	-0.024400	-0.020417
chrX	3138748	3140172	0.156964	0.214508	0.154203
chrX	3140384	3141380	0.047992	0.034825	0.029609
chrX	3141381	3142359	-0.303139	-0.234331	-0.152957
chrX	3142435	3143855	0.063836	0.067321	0.049391
chrX	3143856	3145145	0.408724	0.281408	0.244705
chrX	3145267	3146881	-0.183808	-0.299039	-0.119627
chrX	3147212	3148154	0.336078	0.204863	0.122821
chrX	3148201	3150390	0.205813	0.191957	0.141365
chrX	3150421	3152004	0.254097	0.520631	0.246047
chrX	3152005	3153410	0.152953	0.150135	0.126893
chrX	3153416	3155462	0.098187	0.082755	0.073581
chrX	3155489	3156768	0.178599	0.210787	0.124548
chrX	3156796	3158197	0.058657	0.087138	0.069284
chrX	3158430	3159489	0.340051	0.255098	0.213664
chrX	3159490	3160901	0.103275	0.112982	0.085323
chrX	3160922	3162437	0.207424	0.114993	0.088340
chrX	3162538	3163780	0.256897	0.232807	0.168437
chrX	3163861	3164947	0.020089	0.021674	0.018282
chrX	3164965	3165766	-0.012328	-0.009783	-0.007698
chrX	3165835	3166756	-0.055071	-0.051301	-0.041214
chrX	3166762	3167777	-0.129267	-0.224534	-0.142169
chrX	3167932	3169642	-0.090626	-0.107914	-0.057344
chrX	3169645	3170468	0.058780	0.103996	0.068255
chrX	3170480	3172066	0.151752	0.150537	0.120767
chrX	3172178	3173719	-0.208306	-0.246480	-0.171601
chrX	3173749	3174758	-0.028855	-0.033046	-0.020625
chrX	3174759	3175439	0.097617	0.057312	0.047483
chrX	3175462	3176820	0.119272	0.237067	0.090101
chrX	3176879	3186566	0.004218	0.013691	0.004105
chrX	3186687	3188042	0.411923	0.428088	0.266008
chrX	3188048	3188647	0.084988	0.080840	0.066157
chrX	3188670	3190123	0.262611	0.271184	0.154544
chrX	3190157	3191250	-0.153607	-0.261269	-0.160789
chrX	3191267	3192234	-0.041262	-0.076503	-0.022983
chrX	3192313	3194018	0.072709	0.068454	0.052164
chrX	3194030	3195315	-0.213272	-0.242051	-0.171980
chrX	3195500	3197161	0.295983	0.172085	0.161972
chrX	3197466	3198913	0.123515	0.072268	0.037161
chrX	3198934	3200377	0.188189	0.197224	0.164257
chrX	3200417	3201854	0.160530	0.222723	0.144599
chrX	3201865	3203227	-0.029114	-0.046250	-0.020757
chrX	3203281	3204584	-0.055137	-0.060712	-0.046010
chrX	3204620	3205510	0.166392	0.237960	0.144451
chrX	3205512	3206839	0.231649	0.275064	0.157439
chrX	3206852	3208709	0.005054	0.006549	0.004649
chrX	3208712	3209868	-0.136026	-0.138723	-0.108524
chrX	3210116	3211374	0.168204	0.220065	0.176988
chrX	3211381	3212531	-0.085976	-0.478807	-0.047708
chrX	3212608	3213831	0.081442	0.117860	0.084228
chrX	3213946	3215307	0.149120	0.270349	0.162740
chrX	3215320	3216528	0.047905	0.055910	0.032763
chrX	3216555	3217620	-0.025124	-0.052760	-0.030085
chrX	3217637	3227858	-0.061495	-0.109784	-0.069748
chrX	3227859	3228844	0.123449	0.193652	0.141952
chrX	3228895	3230900	0.117091	0.192342	0.105289
chrX	3230927	3231591	-0.036760	-0.078256	-0.037157
chrX	3231593	3233467	0.091146	0.115005	0.069085
chrX	3233498	3236138	0.196811	0.209255	0.117991
chrX	3236236	3237970	-0.038867	-0.020857	-0.014572
chrX	3238152	3240080	0.110091	0.087168	0.058148
chrX	3240093	3241243	0.083817	0.064318	0.056509
chrX	3241250	3242510	-0.021223	-0.021862	-0.016448
chrX	3242518	3243575	-0.051810	-0.046637	-0.031421
chrX	3243669	3244492	-0.005466	-0.004858	-0.003731
chrX	3244563	3246204	-0.016837	-0.038053	-0.015666
chrX	3246269	3247312	0.048970	0.046541	0.037038
chrX	3247332	3248889	0.154535	0.119916	0.092620
chrX	3249076	3250135	0.108796	0.092761	0.039925
chrX	3250207	3250998	-0.118365	-0.369909	-0.164692
chrX	3251173	3252430	-0.095096	-0.055869	-0.042854
chrX	3252489	3253503	-0.026098	-0.024783	-0.015996
chrX	3253586	3254534	0.184162	0.303519	0.172872
chrX	3254683	3255651	-0.073745	-0.215929	-0.116704
chrX	3255652	3256797	-0.057908	-0.073180	-0.047478
chrX	3256840	3257950	-0.176863	-0.310766	-0.133033
chrX	3257954	3258929	0.236273	0.270430	0.204876
chrX	3258930	3260204	-0.045293	-0.103395	-0.058634
chrX	3260223	3261956	0.069408	0.112951	0.072464
chrX	3262019	3263037	0.156321	0.216269	0.167649
chrX	3263039	3264439	0.217124	0.199273	0.145593
chrX	3264454	3265857	0.176361	0.303964	0.122875
chrX	3265957	3267015	-0.067601	-0.195835	-0.041214
chrX	3267046	3268258	-0.128171	-0.147739	-0.069037
chrX	3268551	3269922	-0.173039	-0.291860	-0.160620
chrX	3270064	3271325	-0.114564	-0.121920	-0.073585
chrX	3271326	3272258	0.185952	0.216355	0.160243
chrX	3272260	3273182	-0.124094	-0.163568	-0.073206
chrX	3273226	3274602	0.117355	0.103955	0.067241
chrX	3274610	3275298	-0.074638	-0.196372	-0.108959
chrX	3275353	3276584	-0.055671	-0.046540	-0.029142
chrX	3276594	3277780	0.201396	0.118230	0.092699
chrX	3277785	3278612	-0.091771	-0.099140	-0.063356
chrX	3278620	3279762	-0.180251	-0.371601	-0.210205
chrX	3279783	3280841	0.214052	0.135601	0.117634
chrX	3280994	3283379	0.157670	0.130391	0.091606
chrX	3283466	3284445	0.267629	0.147132	0.126490
chrX	3284565	3286349	-0.069645	-0.119081	-0.057733
chrX	3286418	3288118	-0.057637	-0.073569	-0.053286
chrX	3288135	3289562	0.434604	0.341210	0.257816
chrX	3289897	3292114	0.295433	0.409550	0.272780
chrX	3292245	3293487	0.010910	0.007099	0.005440
chrX	3293571	3295135	0.006414	0.005206	0.004044
chrX	3295179	3297220	-0.077250	-0.016329	-0.011469
chrX	3297233	3299150	0.099391	0.082008	0.062047
chrX	3299185	3300924	0.136650	0.128558	0.056158
chrX	3300936	3302178	0.067787	0.087918	0.067337
chrX	3302187	3303369	0.084737	0.112771	0.062495
chrX	3303423	3304398	-0.343410	-0.346639	-0.119521
chrX	3304402	3305606	0.077907	0.060947	0.037984
chrX	3305609	3306875	0.036146	0.040757	0.028215
chrX	3306881	3307731	-0.054920	-0.079599	-0.062192
chrX	3307750	3309296	0.294801	0.126718	0.107705
chrX	3309333	3310441	0.141895	0.095962	0.071935
chrX	3310460	3311925	-0.026148	-0.018474	-0.011326
chrX	3312304	3313520	0.244875	0.195187	0.162216
chrX	3313528	3314732	0.166984	0.337230	0.139762
chrX	3314823	3315624	0.164275	0.222049	0.169074
chrX	3315684	3317056	0.248005	0.352305	0.190296
chrX	3317063	3317962	-0.151668	-0.219518	-0.072153
chrX	3317985	3319210	-0.085400	-0.105249	-0.062904
chrX	3319216	3320554	0.131837	0.149651	0.110844
chrX	3320591	3321714	-0.070251	-0.235015	-0.084884
chrX	3321741	3322501	0.260647	0.308619	0.230972
chrX	3322551	3323129	0.350831	0.468382	0.324647
chrX	3323131	3324984	0.115395	0.204679	0.124121
chrX	3324985	3326145	0.115560	0.154940	0.092326
chrX	3326173	3327376	0.190167	0.189408	0.081215
chrX	3327377	3328636	0.355964	0.234701	0.188407
chrX	3328813	3329974	0.064542	0.030846	0.023756
chrX	3330054	3331379	0.048630	0.049104	0.032205
chrX	3331383	3332735	-0.126419	-0.091466	-0.054735
chrX	3332767	3334214	0.381924	0.204258	0.177583
chrX	3334835	3335803	-0.240819	-0.182746	-0.121845
chrX	3335910	3337593	-0.008429	-0.023809	-0.005862
chrX	3337766	3340176	0.213554	0.112761	0.087669
chrX	3340214	3342832	0.320903	0.381350	0.225342
chrX	3342916	3345079	0.315323	0.201714	0.152131
chrX	3345142	3346281	-0.101826	-0.111603	-0.066295
chrX	3346293	3348355	0.270597	0.188247	0.136132
chrX	3348404	3349261	0.186862	0.130193	0.095287
chrX	3349262	3350871	-0.005809	-0.004670	-0.003460
chrX	3350907	3352130	0.040984	0.052953	0.034557
chrX	3352193	3353037	-0.267226	-0.301822	-0.201135
chrX	3353122	3354601	0.185208	0.170765	0.115043
chrX	3354626	3357123	0.289712	0.181715	0.141097
chrX	3357139	3359135	0.310606	0.234115	0.205376
chrX	3359154	3360504	-0.068327	-0.112287	-0.044176
chrX	3360516	3361643	0.034233	0.023428	0.014193
chrX	3361644	3363874	0.109504	0.133339	0.091350
chrX	3363892	3364948	-0.004542	-0.003208	-0.002217
chrX	3365078	3366804	0.143607	0.140980	0.080859
chrX	3366808	3368318	0.179658	0.232509	0.147369
chrX	3368677	3369392	0.153683	0.246184	0.121236
chrX	3369417	3371266	0.584370	0.640066	0.562819
chrX	3371603	3374926	0.266898	0.170966	0.143298
chrX	3375173	3377824	0.033952	0.033988	0.024488
chrX	3378025	3379259	0.202230	0.119592	0.110355
chrX	3379268	3382887	-0.161837	-0.175706	-0.093816
chrX	3383017	3385192	0.463606	0.387225	0.255156
chrX	3385273	3389274	0.529401	0.344901	0.280724
chrX	3389474	3390888	0.104426	0.071842	0.050929
chrX	3390979	3393244	0.437735	0.262410	0.199325
chrX	3393331	3394799	-0.067243	-0.094902	-0.061121
chrX	3394873	3396144	0.167640	0.174852	0.108711
chrX	3396180	3397086	0.024161	0.015502	0.011982
chrX	3397101	3398728	0.308391	0.289663	0.193562
chrX	3398785	3399644	0.220147	0.162509	0.155058
chrX	3399856	3401879	0.055692	0.113330	0.037993
chrX	3402077	3403100	0.271881	0.142923	0.082761
chrX	3403135	3405173	0.336198	0.259821	0.127513
chrX	3405183	3408138	-0.084396	-0.201196	-0.049641
chrX	3408289	3409735	0.383729	0.217723	0.171479
chrX	3409745	3411037	0.030449	0.027558	0.017979
chrX	3411347	3413664	0.177024	0.113503	0.090133
chrX	3413686	3421999	0.120065	0.122555	0.085266
chrX	3422006	3423866	0.237037	0.237784	0.203185
chrX	3423878	3425105	0.061016	0.068404	0.041850
chrX	3425106	3426284	0.253375	0.172884	0.166110
chrX	3426333	3427701	0.252647	0.287582	0.134859
chrX	3427836	3429022	-0.003190	-0.005767	-0.002144
chrX	3429093	3431162	0.055432	0.053740	0.035127
chrX	3431210	3431922	-0.192296	-0.451910	-0.207141
chrX	3431926	3433164	0.381994	0.375200	0.252569
chrX	3433175	3435921	0.113133	0.092779	0.074472
chrX	3436034	3437714	-0.297659	-0.547204	-0.223996
chrX	3437717	3439774	0.135389	0.105271	0.073211
chrX	3439806	3440914	-0.014948	-0.011511	-0.007429
chrX	3440950	3443130	0.034191	0.027267	0.018511
chrX	3443302	3445017	0.022515	0.015343	0.009905
chrX	3445081	3446590	0.111146	0.130138	0.093365
chrX	3446591	3447632	0.233926	0.188198	0.152902
chrX	3447869	3449641	-0.208411	-0.285766	-0.147862
chrX	3449839	3451225	0.098935	0.105666	0.047448
chrX	3451541	3453655	-0.208695	-0.293656	-0.147339
chrX	3453836	3455701	0.149271	0.114690	0.085379
chrX	3455705	3457400	-0.227708	-0.248599	-0.169201
chrX	3457460	3459272	-0.449186	-0.557543	-0.249996
chrX	3459345	3460982	0.303439	0.304097	0.223131
chrX	3461002	3464573	0.184899	0.187810	0.160640
chrX	3464609	3465077	0.058725	0.179378	0.067684
chrX	3465122	3466088	0.002210	0.003737	0.002245
chrX	3466252	3467075	-0.201624	-0.610664	-0.245237
chrX	3467113	3467810	0.108210	0.129963	0.094953
chrX	3467829	3468972	0.010804	0.012419	0.007702
chrX	3468976	3469855	0.011078	0.006951	0.003388
chrX	3469882	3471756	-0.127810	-0.159751	-0.093612
chrX	3472207	3473190	-0.087019	-0.059597	-0.049231
chrX	3473280	3474993	-0.171217	-0.199731	-0.116566
chrX	3475145	3476298	0.056616	0.054521	0.045158
chrX	3476315	3477775	-0.138756	-0.130280	-0.095161
chrX	3477873	3479635	0.075264	0.073560	0.049658
chrX	3479674	3480788	-0.289529	-0.556823	-0.215353
chrX	3480813	3482080	-0.086650	-0.113144	-0.066708
chrX	3482088	3482904	0.066752	0.071715	0.052738
chrX	3482905	3483979	0.024555	0.041439	0.030069
chrX	3483997	3485406	-0.020350	-0.018439	-0.013303
chrX	3485435	3486206	-0.146721	-0.075001	-0.061878
chrX	3486252	3487265	0.399484	0.309388	0.296987
chrX	3487311	3489890	0.139972	0.089844	0.074703
chrX	3489915	3491233	0.199499	0.107896	0.096107
chrX	3491240	3491699	0.259555	0.291644	0.175672
chrX	3491726	3492524	0.134277	0.145850	0.100979
chrX	3492610	3502662	0.351351	0.153405	0.116041
chrX	3502820	3505183	0.137410	0.105360	0.067895
chrX	3505191	3506500	0.004959	0.003046	0.002106
chrX	3506620	3509416	-0.247128	-0.247382	-0.075094
chrX	3509514	3510815	0.011997	0.008683	0.006227
chrX	3510834	3512276	0.376080	0.148105	0.121905
chrX	3512638	3513968	0.230799	0.143223	0.126719
chrX	3514078	3515835	0.206304	0.157538	0.121266
chrX	3515880	3517944	0.222529	0.108744	0.088655
chrX	3518093	3519225	0.113949	0.107913	0.086044
chrX	3519422	3520751	0.189726	0.191029	0.161223
chrX	3520766	3522298	-0.313439	-0.449947	-0.214857
chrX	3522423	3523623	0.071081	0.071192	0.032770
chrX	3523697	3524822	0.276199	0.234571	0.201168
chrX	3524833	3526555	-0.056321	-0.068893	-0.046041
chrX	3526557	3527938	-0.142212	-0.145362	-0.092473
chrX	3528450	3529971	0.182207	0.148640	0.085023
chrX	3530008	3531354	-0.022586	-0.043861	-0.018651
chrX	3531369	3533107	0.222376	0.334364	0.179470
chrX	3533119	3534283	0.243679	0.321575	0.223126
chrX	3534335	3535752	0.016826	0.038599	0.018727
chrX	3535850	3536473	-0.244134	-0.498176	-0.189514
chrX	3536482	3537640	-0.055494	-0.085782	-0.041289
chrX	3537663	3538764	-0.075431	-0.097440	-0.032920
chrX	3538914	3540193	-0.072593	-0.069196	-0.043933
chrX	3540328	3541427	0.015393	0.022270	0.016036
chrX	3541591	3542538	-0.066681	-0.067540	-0.049279
chrX	3542612	3543880	0.154487	0.181367	0.102387
chrX	3543933	3545174	-0.108357	-0.181582	-0.085478
chrX	3545223	3546495	0.019352	0.022860	0.016056
chrX	3546496	3547944	-0.065861	-0.114341	-0.081425
chrX	3547975	3550347	-0.109845	-0.053775	-0.043308
chrX	3550357	3551566	0.025510	0.060255	0.043040
chrX	3551614	3553087	-0.092499	-0.111393	-0.070217
chrX	3553408	3554309	0.055321	0.065826	0.046436
chrX	3554344	3555222	0.038220	0.052843	0.030179
chrX	3555519	3556351	0.164435	0.151517	0.105526
chrX	3556356	3558646	-0.001243	-0.000701	-0.000512
chrX	3558653	3560550	0.042496	0.033169	0.025277
chrX	3560612	3561794	0.257208	0.136309	0.101264
chrX	3561871	3563049	0.031197	0.064643	0.022035
chrX	3563062	3564430	0.080141	0.139517	0.051219
chrX	3564436	3565975	0.305068	0.265509	0.225479
chrX	3565976	3567314	0.088605	0.113387	0.089800
chrX	3567391	3569342	0.208985	0.254346	0.166144
chrX	3569357	3570142	0.185751	0.408662	0.188385
chrX	3570163	3571167	0.139458	0.220384	0.131966
chrX	3571272	3572548	0.272371	0.371021	0.236398
chrX	3572605	3573619	0.328234	0.330090	0.276275
chrX	3573620	3574608	0.242636	0.321702	0.225668
chrX	3574611	3576214	0.081843	0.072070	0.044576
chrX	3576271	3577739	0.016405	0.025675	0.012531
chrX	3577853	3579432	0.448456	0.272337	0.163687
chrX	3579529	3580190	-0.174249	-0.237376	-0.115666
chrX	3580194	3581393	0.096776	0.217300	0.076855
chrX	3581430	3582352	-0.012437	-0.013452	-0.009132
chrX	3582436	3583678	0.016170	0.016938	0.011074
chrX	3583734	3584836	0.415865	0.273580	0.232547
chrX	3584932	3586418	0.397562	0.359224	0.151306
chrX	3586513	3587937	0.378887	0.258921	0.162305
chrX	3588139	3589231	-0.147572	-0.328638	-0.122466
chrX	3589356	3590435	0.082138	0.167020	0.099297
chrX	3590624	3591475	0.244843	0.283597	0.163748
chrX	3591660	3592828	-0.062469	-0.082161	-0.050939
chrX	3592872	3593873	0.384812	0.242195	0.199827
chrX	3594023	3595008	-0.063954	-0.095768	-0.049585
chrX	3595064	3596941	0.256112	0.266385	0.141808
chrX	3596942	3620724	0.346848	0.218398	0.182035
chrX	3620725	3621732	0.391281	0.329297	0.300854
chrX	3621749	3622524	0.221848	0.278459	0.196875
chrX	3622614	3623962	-0.026529	-0.105872	-0.018259
chrX	3623996	3625164	0.066754	0.124019	0.092161
chrX	3625196	3626176	0.120028	0.171264	0.111041
chrX	3626182	3627240	0.216082	0.299621	0.187221
chrX	3627298	3628904	0.085734	0.119465	0.060226
chrX	3628915	3630029	-0.235527	-0.498503	-0.231849
chrX	3630031	3631764	-0.217871	-0.339218	-0.173935
chrX	3631780	3632851	0.141359	0.292131	0.115288
